"FiscalYear","County","Department","FundType","RegionCode","RegionName","Program","Budget","ActualSpend","Beneficiaries"
2022,"San Luis Obispo","Transportation","Special Fund","Region 5","Central Coast","Public Transit",54,54.1,250309
2023,"San Luis Obispo","Transportation","Special Fund","Region 5","Central Coast","Roads",130.3,118.6,291829
2024,"San Luis Obispo","Transportation","Special Fund","Region 5","Central Coast","Public Transit",157.2,139.9,415722
2020,"Santa Barbara","Transportation","Special Fund","Region 5","Central Coast","Roads",105.4,91.7,426854
2021,"Santa Barbara","Transportation","Special Fund","Region 5","Central Coast","Roads",111.7,102.2,423683
2022,"Santa Barbara","Transportation","Special Fund","Region 5","Central Coast","Roads",92.2,89.3,269314
2023,"Santa Barbara","Transportation","Special Fund","Region 5","Central Coast","Public Transit",190.7,216.6,204088
2024,"Santa Barbara","Transportation","Special Fund","Region 5","Central Coast","Roads",115.2,114.7,211841
2020,"Santa Cruz","Transportation","Special Fund","Region 5","Central Coast","Roads",71.4,65.6,355692
2021,"Santa Cruz","Transportation","Special Fund","Region 5","Central Coast","Public Transit",140.9,142.4,325916
2022,"Santa Cruz","Transportation","Special Fund","Region 5","Central Coast","Roads",67,72.8,362765
2023,"Santa Cruz","Transportation","Special Fund","Region 5","Central Coast","Public Transit",79.4,77.8,241515
2024,"Santa Cruz","Transportation","Special Fund","Region 5","Central Coast","Roads",186.2,170.4,496564
2020,"Ventura","Transportation","Special Fund","Region 5","Central Coast","Public Transit",52.8,45.4,115371
2021,"Ventura","Transportation","Special Fund","Region 5","Central Coast","Roads",132.2,130.6,397279
2022,"Ventura","Transportation","Special Fund","Region 5","Central Coast","Roads",76.6,67.4,445649
2023,"Ventura","Transportation","Special Fund","Region 5","Central Coast","Roads",55.9,57.5,489614
2024,"Ventura","Transportation","Special Fund","Region 5","Central Coast","Roads",54.3,52.4,416524
2020,"Fresno","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",163.9,169.2,465771
2021,"Fresno","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",160.6,165.8,479912
2022,"Fresno","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",80.5,68.7,178506
2023,"Fresno","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",195.4,199.8,361658
2024,"Fresno","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",148.5,163,422129
2020,"Inyo","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",68.9,61.6,265361
2021,"Inyo","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",177.9,197.6,148810
2022,"Inyo","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",78.2,86.3,50913
2023,"Inyo","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",123.4,114.5,94419
2024,"Inyo","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",78.6,79,65939
2020,"Kern","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",158.9,140.8,267542
2021,"Kern","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",167.7,160.8,243636
2022,"Kern","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",191.9,187.9,299474
2023,"Kern","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",126.9,130.9,420391
2024,"Kern","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",92.1,102,452190
2020,"Kings","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",153.1,167,225823
2021,"Kings","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",78.3,71.9,118001
2022,"Kings","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",167,178.3,237385
2023,"Kings","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",159.7,160.5,208646
2024,"Kings","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",139.7,133.2,452046
2020,"Tulare","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",135.8,121.5,94183
2021,"Tulare","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",150.9,133.6,358952
2022,"Tulare","Transportation","Special Fund","Region 6","Central Valley (South)","Roads",138,150.4,222381
2023,"Tulare","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",68.4,74.7,478867
2024,"Tulare","Transportation","Special Fund","Region 6","Central Valley (South)","Public Transit",149.9,134.8,153320
2020,"Riverside","Transportation","Special Fund","Region 7","Inland Empire","Roads",121.3,108.5,443814
2021,"Riverside","Transportation","Special Fund","Region 7","Inland Empire","Public Transit",137.6,147.3,315116
2022,"Riverside","Transportation","Special Fund","Region 7","Inland Empire","Roads",90.3,83.4,472724
2023,"Riverside","Transportation","Special Fund","Region 7","Inland Empire","Roads",155.3,155.1,253443
2024,"Riverside","Transportation","Special Fund","Region 7","Inland Empire","Public Transit",64.4,71.6,472087
2020,"San Bernardino","Transportation","Special Fund","Region 7","Inland Empire","Roads",66.5,57.9,199181
2021,"San Bernardino","Transportation","Special Fund","Region 7","Inland Empire","Roads",68.2,64.1,248264
2022,"San Bernardino","Transportation","Special Fund","Region 7","Inland Empire","Roads",150.3,155.3,401159
2023,"San Bernardino","Transportation","Special Fund","Region 7","Inland Empire","Roads",173.9,168.6,67502
2024,"San Bernardino","Transportation","Special Fund","Region 7","Inland Empire","Roads",196.4,188.7,365335
2020,"Los Angeles","Transportation","Special Fund","Region 8","Los Angeles","Public Transit",64.5,68,401945
2021,"Los Angeles","Transportation","Special Fund","Region 8","Los Angeles","Roads",124.5,142.1,91708
2022,"Los Angeles","Transportation","Special Fund","Region 8","Los Angeles","Public Transit",101.4,113.8,172369
2023,"Los Angeles","Transportation","Special Fund","Region 8","Los Angeles","Public Transit",100.7,97.2,219048
2024,"Los Angeles","Transportation","Special Fund","Region 8","Los Angeles","Roads",175.6,157.8,300630
2020,"Orange","Transportation","Special Fund","Region 9","Orange County","Public Transit",155.5,138.1,388682
2021,"Orange","Transportation","Special Fund","Region 9","Orange County","Public Transit",144.4,156.2,120286
2022,"Orange","Transportation","Special Fund","Region 9","Orange County","Public Transit",185.1,212.8,336818
2023,"Orange","Transportation","Special Fund","Region 9","Orange County","Roads",161.4,160.8,499609
2024,"Orange","Transportation","Special Fund","Region 9","Orange County","Public Transit",122.5,115.6,222391
2020,"Imperial","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",144.5,162.8,390239
2021,"Imperial","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Public Transit",155.4,174.6,320358
2022,"Imperial","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Public Transit",116.1,127.7,433482
2023,"Imperial","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",98.7,89.6,312173
2024,"Imperial","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",52.1,51.8,491336
2020,"San Diego","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Public Transit",88.4,90.5,203568
2021,"San Diego","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",90.7,83.2,57099
2022,"San Diego","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",97.7,89.5,363552
2023,"San Diego","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",62.6,55,94716
2024,"San Diego","Transportation","Special Fund","Region 10","San Diego & Imperial Counties","Roads",186.3,168.9,401410
2020,"Butte","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",102.9,92.3,476448
2021,"Butte","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",190.8,199.6,336960
2022,"Butte","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",197,186.9,246570
2023,"Butte","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",69.3,71.8,292730
2024,"Butte","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",133.2,117.8,172632
2020,"Colusa","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",136.1,125.6,460010
2021,"Colusa","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",85.4,83.9,342806
2022,"Colusa","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",150.6,152.8,276499
2023,"Colusa","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",171.9,161.4,97101
2024,"Colusa","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",61.7,59.2,77948
2020,"El Dorado","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",153.3,175.2,487998
2021,"El Dorado","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",139.9,145.7,395917
2022,"El Dorado","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",120.2,133.3,210826
2023,"El Dorado","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",100.5,102.7,120815
2024,"El Dorado","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",111.5,118,423805
2020,"Glenn","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",55.4,52,51259
2021,"Glenn","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",116.3,108.9,244558
2022,"Glenn","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",164.8,186.1,440500
2023,"Glenn","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",120.7,138,114259
2024,"Glenn","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",94.9,102.8,175682
2020,"Lassen","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",159.8,154.5,107677
2021,"Lassen","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",60,66.9,473900
2022,"Lassen","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",132.6,132,229940
2023,"Lassen","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",197.5,193.7,360969
2024,"Lassen","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",89.8,77.1,409767
2020,"Modoc","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",168.3,160.4,328978
2021,"Modoc","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",169.7,188.2,84296
2022,"Modoc","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",181.9,204.1,136021
2023,"Modoc","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",86.4,85.8,486241
2024,"Modoc","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",133.9,129.1,479878
2020,"Nevada","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",185.7,166.5,401955
2021,"Nevada","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",51.2,46.1,235092
2022,"Nevada","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",74.5,74.4,376727
2023,"Nevada","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",89,95.6,239648
2024,"Nevada","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",165.9,183.8,267149
2020,"Placer","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",60.7,60.6,273243
2021,"Placer","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",184.4,186.2,199963
2022,"Placer","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",97.2,88,365983
2023,"Placer","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",183.4,190,404644
2024,"Placer","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",141.3,129.3,165915
2020,"Plumas","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",118.3,130.9,221044
2021,"Plumas","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",155.2,159.4,365278
2022,"Plumas","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",163.3,147.6,131608
2023,"Plumas","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",129.2,113.1,56763
2024,"Plumas","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",52.4,50.9,236970
2020,"Sacramento","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",61.5,53.9,119812
2021,"Sacramento","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Food Assistance",150.7,162.2,185659
2022,"Sacramento","Social Services","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Child Welfare",157.8,157,259543
